# fitting_parameter.txt
# slope / intercept

# green
-1.07142857142857 12.0
1.11764705882353 42.6470588235294
-1.0 193.0
1.35227272727273 -23.4090909090909

# red
-1.11486486486486 80.5675675675676
1.10714285714286 -123.857142857143
-1.11904761904762 205.619047619048

# blue
1.07284768211921 -30.6688741721854
-1.08 225.52
1.12903225806452 -147.806451612903
